Name	Description	A1R3	C2R3	F2R3	A2R3	D2R3	E1R3
P21281	comp72431_c0_seq1	1469	588	744	572	1110	978
Q13206	comp72438_c0_seq3	486	177	268	103	266	202
Q14C86	comp72448_c0_seq1	892	430	587	195	621	440
Q96T76	comp72456_c0_seq6	240	107	117	68	140	120
Q9BXS5	comp72464_c0_seq1	1098	515	674	358	875	670
O43493	comp72466_c0_seq1	519	258	277	134	273	265
Q02218	comp72471_c0_seq2	3838	1406	1711	555	1431	1022
Q99447	comp72481_c1_seq1	550	202	295	174	327	241
P50213	comp72485_c0_seq1	328	147	208	136	304	223
Q9NPR9	comp72494_c0_seq1	401	114	220	98	195	203
Q7Z7C8	comp72495_c0_seq2	218	103	121	37	88	69
Q15399	comp72496_c0_seq1	108	58	64	36	128	93
P35250	comp72502_c0_seq1	151	39	65	26	78	72
Q86TM6	comp72508_c0_seq1	800	266	388	164	397	327
B1AKI9	comp72510_c0_seq1	1994	602	805	155	425	282
Q8WUM0	comp72511_c1_seq6	844	358	443	170	387	284
Q7Z3E2	comp72518_c0_seq3	626	213	355	179	392	369
Q15735	comp72520_c0_seq2	487	169	251	101	336	269
O75150	comp72521_c0_seq1	690	119	231	91	233	273
Q9BWS9	comp72524_c0_seq4	153	76	97	68	131	126
Q7Z4G1	comp72525_c0_seq1	395	232	265	162	322	250
Q8IUZ0	comp72533_c0_seq15	209	92	114	34	127	73
P49356	comp72535_c0_seq1	276	160	200	105	213	203
Q96EP5	comp72542_c0_seq1	3313	1603	1901	1121	2324	1992
Q9NPL8	comp72543_c0_seq1	174	73	97	56	107	107
Q15032	comp72544_c0_seq3	521	268	278	158	344	246
Q9NVQ4	comp72545_c0_seq1	175	64	100	52	145	138
Q92777	comp72578_c0_seq4	174	59	103	52	176	140
P19971	comp72582_c0_seq2	40	13	24	15	35	34
P08217	comp72583_c0_seq1	13	7	15	25	46	30
P55786	comp72605_c0_seq1	2008	748	949	525	991	853
P57737	comp72608_c0_seq1	603	188	296	106	303	254
Q9NUJ3	comp72612_c0_seq2	197	99	110	53	175	132
Q9UQC2	comp72614_c0_seq1	1319	1252	1435	505	1032	755
Q641Q3	comp72614_c1_seq6	204	82	159	102	216	201
Q9BTY2	comp72622_c0_seq2	7791	4275	5191	3152	5795	4872
Q9Y312	comp72624_c0_seq1	95	49	67	29	58	43
O00139	comp72627_c0_seq1	290	102	140	62	166	103
Q9BUR4	comp72633_c0_seq3	436	151	197	62	216	162
Q499Z3	comp72643_c0_seq1	54	13	21	8	26	15
O00233	comp72652_c0_seq1	136	32	72	20	65	62
O43502	comp72655_c0_seq1	116	48	39	29	65	32
Q99459	comp72658_c0_seq1	977	359	516	203	517	435
Q16534	comp72660_c0_seq1	528	230	309	100	300	267
Q8IY81	comp72661_c0_seq1	426	100	190	87	158	182
Q3KP44	comp72667_c0_seq3	114	32	62	19	31	26
Q8N427	comp72678_c0_seq3	460	146	279	92	205	208
Q16563	comp72690_c0_seq1	754	464	451	228	493	374
Q9NXU5	comp72697_c0_seq1	127	51	84	42	96	80
P17707	comp72699_c0_seq1	500	196	287	144	343	275
Q96FK6	comp72702_c0_seq3	264	97	125	50	160	103
Q6PJT7	comp72708_c0_seq4	332	99	174	70	187	177
Q93062	comp72712_c0_seq3	162	68	122	96	327	281
Q9UGH3	comp72719_c0_seq4	326	138	200	279	742	500
Q96BN2	comp72721_c0_seq3	79	50	59	17	45	32
Q96QP1	comp72723_c0_seq1	163	66	85	13	51	37
Q2TAA5	comp72725_c0_seq2	122	52	76	19	80	38
O60762	comp72728_c0_seq3	358	133	179	89	157	150
Q9NQC3	comp72731_c0_seq1	2826	1643	2024	1465	3088	2401
Q9NWS0	comp72733_c0_seq4	41	10	31	11	25	19
Q10588	comp72744_c0_seq2	198	127	149	69	137	110
P60520	comp72752_c0_seq1	2459	1366	1567	906	2283	1674
Q9NYH9	comp72765_c0_seq2	319	134	170	74	223	188
Q9BXY5	comp72766_c0_seq3	341	194	249	50	159	85
P29084	comp72767_c1_seq1	93	35	53	22	35	47
O95363	comp72772_c0_seq4	121	60	64	29	93	66
Q99575	comp72774_c0_seq1	116	53	57	31	83	62
O14893	comp72775_c0_seq4	159	56	77	40	94	77
Q14677	comp72785_c0_seq1	520	238	280	77	156	73
Q92541	comp72787_c0_seq1	961	457	555	272	612	648
Q9Y691	comp72790_c0_seq1	18	4	12	3	22	22
Q9Y2Z0	comp72797_c0_seq2	286	101	194	85	274	212
Q969V4	comp72800_c0_seq1	175	67	115	61	167	171
Q9BTY7	comp72801_c0_seq4	77	31	46	28	50	43
P62310	comp72806_c0_seq2	278	71	136	59	180	174
Q6DCA0	comp72816_c0_seq1	176	91	123	48	125	72
Q8NBT0	comp72818_c0_seq1	120	43	58	35	66	68
Q9Y333	comp72834_c0_seq1	156	113	111	77	118	109
Q14624	comp72843_c0_seq2	877	497	709	421	910	671
Q92665	comp72850_c0_seq2	179	57	97	55	123	107
Q96MY1	comp72866_c0_seq1	716	345	439	221	467	369
Q99571	comp72867_c0_seq1	230	100	170	53	127	93
P00374	comp72880_c0_seq1	198	75	118	39	66	45
Q18PE1	comp72884_c0_seq1	550	260	321	114	294	188
Q9HAU5	comp72887_c0_seq1	1665	465	705	300	792	665
A0PJW6	comp72895_c0_seq2	148	51	87	25	61	51
Q8IXS2	comp72897_c0_seq4	108	34	55	20	69	73
Q9Y6X3	comp72900_c2_seq1	174	68	87	22	90	62
Q16186	comp72906_c0_seq1	839	441	461	233	556	424
O75976	comp72908_c0_seq1	736	307	458	129	368	258
P46976	comp72914_c1_seq2	237	107	147	88	135	108
P11309	comp72921_c0_seq1	97	40	78	65	131	99
O60503	comp72932_c0_seq1	325	118	154	54	165	142
P22735	comp72937_c0_seq1	967	622	616	735	1419	994
Q96IV0	comp72941_c0_seq1	1189	429	619	245	518	392
Q9NQT5	comp72953_c0_seq3	167	42	61	36	76	82
Q7Z5V6	comp72955_c0_seq1	453	120	257	108	278	436
O43818	comp72956_c0_seq14	405	90	168	97	234	212
Q9P209	comp72958_c0_seq1	22	7	18	6	13	11
O43660	comp72961_c0_seq1	702	363	408	191	392	299
Q7KZ85	comp72962_c0_seq1	2491	942	1296	462	930	756
Q96AJ1	comp72966_c0_seq1	301	84	109	63	195	163
Q8WVT3	comp72968_c1_seq1	496	218	257	140	276	205
Q8N6F8	comp72969_c1_seq2	195	48	99	60	190	157
Q9NWZ5	comp72978_c0_seq3	136	66	105	42	101	73
Q05586	comp72981_c0_seq2	852	383	565	267	687	424
Q9NUY8	comp72982_c0_seq1	737	263	376	166	311	231
Q8NFG4	comp72985_c0_seq18	233	89	132	38	109	69
Q9ULM6	comp72988_c0_seq1	128	81	111	15	39	21
Q9UQ10	comp72996_c0_seq1	215	78	118	55	122	149
Q9H1X1	comp73002_c0_seq1	461	239	312	182	397	336
P35556	comp73007_c0_seq1	3271	1612	2011	514	914	491
Q13573	comp73024_c0_seq2	857	281	424	142	451	338
Q8N8A6	comp73025_c0_seq3	125	56	63	46	93	88
O43633	comp73029_c0_seq5	732	318	395	121	341	268
Q9NZ09	comp73031_c0_seq7	353	198	211	77	163	102
Q92733	comp73034_c0_seq1	315	93	151	100	195	157
Q14596	comp73041_c0_seq1	4633	2537	2619	997	2309	1776
Q96A19	comp73043_c0_seq1	363	83	175	86	217	197
A4D1P6	comp73053_c0_seq6	264	128	168	72	174	134
Q5VW32	comp73054_c0_seq1	277	119	182	47	97	58
P32297	comp73056_c0_seq4	57	23	42	34	148	128
Q92611	comp73063_c0_seq3	195	100	139	55	130	114
Q7Z3F1	comp73066_c0_seq3	418	168	273	139	251	221
Q96KP4	comp73068_c0_seq1	1672	595	798	520	1067	847
Q9Y512	comp73076_c0_seq1	216	86	105	59	134	94
P00167	comp73079_c0_seq5	676	361	358	197	456	420
Q99704	comp73083_c0_seq3	293	134	204	65	174	111
Q9HAW4	comp73084_c1_seq5	49	16	26	17	36	30
P35568	comp73090_c0_seq1	342	251	238	121	279	154
Q9C0H2	comp73095_c0_seq1	163	57	99	46	110	71
O43670	comp73097_c0_seq4	1120	634	685	369	642	387
Q9UBV8	comp73102_c0_seq1	691	399	516	272	571	457
Q6QHC5	comp73104_c0_seq2	407	143	277	195	537	435
Q3SYG4	comp73109_c0_seq2	408	172	250	66	213	136
P31948	comp73111_c0_seq1	1251	296	529	255	590	595
P21399	comp73118_c0_seq1	3012	1037	1679	762	1385	1227
Q9NPJ3	comp73132_c0_seq3	75	32	33	20	42	31
Q9HCC0	comp73132_c1_seq2	394	216	237	55	173	124
Q15750	comp73133_c1_seq2	371	145	176	140	343	242
P11498	comp73144_c0_seq1	4603	1380	2332	981	1886	1350
P98198	comp73145_c0_seq2	460	220	327	140	244	176
Q8TE99	comp73150_c0_seq1	91	41	58	31	84	70
Q6PIW4	comp73154_c0_seq3	106	31	40	16	54	33
Q5SRE7	comp73156_c0_seq3	103	45	72	26	56	40
O00533	comp73158_c0_seq1	8757	5224	6538	2642	5564	4194
O14753	comp73165_c0_seq4	105	50	86	36	68	44
Q6Y7W6	comp73174_c0_seq4	2181	687	1100	354	683	466
Q8NEM8	comp73175_c0_seq1	90	40	62	14	31	19
O43766	comp73196_c0_seq1	232	101	113	60	123	97
P49810	comp73198_c0_seq1	930	344	481	246	612	558
Q8TEP8	comp73199_c0_seq10	175	50	91	22	92	68
Q9Y5M8	comp73204_c0_seq2	187	46	84	52	158	131
Q9P281	comp73211_c0_seq2	2108	936	1139	681	1750	1596
A4D2B0	comp73219_c0_seq3	255	127	193	72	154	120
Q13409	comp73220_c0_seq1	851	272	451	222	445	327
Q75T13	comp73224_c0_seq1	51	26	32	9	40	40
O95391	comp73230_c0_seq1	246	59	100	36	138	130
Q9BXW9	comp73231_c0_seq9	77	20	36	17	45	53
Q96GQ7	comp73233_c0_seq1	294	102	151	94	159	148
Q7Z3B3	comp73237_c0_seq2	1023	484	564	288	564	436
Q6P9G0	comp73238_c0_seq1	344	136	207	64	234	213
Q8N9V3	comp73241_c1_seq1	591	367	479	182	382	240
P56962	comp73248_c0_seq1	261	49	102	27	104	85
Q8NEM0	comp73255_c0_seq1	45	8	29	17	21	29
Q9NR30	comp73261_c0_seq2	2170	826	1037	713	1171	1266
Q9Y5L0	comp73274_c0_seq1	252	113	128	69	141	120
Q9C086	comp73281_c0_seq1	501	124	210	102	232	224
Q8NI60	comp73283_c0_seq1	362	239	238	119	263	216
Q6ZWE6	comp73285_c0_seq2	183	64	128	29	111	99
O00716	comp73286_c0_seq2	138	59	75	68	100	135
Q9P0L0	comp73297_c0_seq1	1745	840	1089	640	1499	1179
P30566	comp73308_c0_seq2	91	34	44	28	44	39
Q8WVB6	comp73310_c0_seq1	276	96	105	30	128	93
Q5SVS4	comp73315_c0_seq1	253	167	163	68	178	175
P42338	comp73322_c0_seq1	1066	727	885	209	466	280
Q9NX74	comp73339_c0_seq2	169	52	65	37	101	54
Q9BRP8	comp73345_c0_seq1	228	151	178	113	173	144
Q9BPW8	comp73348_c0_seq1	607	332	413	202	498	386
Q9NTZ6	comp73354_c0_seq1	438	208	260	140	317	260
Q9HAS0	comp73360_c0_seq1	283	148	182	105	209	150
Q96E66	comp73361_c0_seq2	86	44	74	60	107	123
P55081	comp73362_c1_seq1	398	117	182	104	254	236
P21283	comp73368_c0_seq2	346	154	190	85	161	94
Q8IVM0	comp73369_c0_seq1	513	129	266	106	266	229
Q16836	comp73370_c0_seq1	560	130	298	135	317	296
Q9H3D4	comp73372_c0_seq1	1178	484	951	809	1978	1558
Q9BUB4	comp73378_c0_seq5	17	6	9	6	16	11
Q96CN7	comp73392_c0_seq1	210	121	120	63	91	81
Q13045	comp73396_c0_seq1	1580	544	821	293	685	488
Q92622	comp73405_c0_seq1	129	46	54	29	73	57
Q9NZJ4	comp73409_c0_seq1	705	434	580	224	563	424
Q9NQZ2	comp73411_c0_seq1	673	165	290	99	335	289
Q9NWH2	comp73415_c0_seq3	46	16	31	16	29	34
O75165	comp73417_c0_seq1	1882	842	1104	383	863	670
Q8NBR6	comp73419_c0_seq2	479	199	275	105	290	258
Q9NYZ2	comp73421_c0_seq2	1396	722	809	195	581	404
Q92508	comp73424_c0_seq2	1218	780	982	335	730	553
O95831	comp73425_c0_seq1	1576	643	862	490	1102	822
Q9P2J9	comp73432_c0_seq1	192	102	139	71	141	85
Q9NS00	comp73443_c0_seq1	132	77	102	24	51	29
Q8N865	comp73448_c0_seq3	97	57	94	50	94	115
Q9UKK3	comp73449_c0_seq2	801	526	606	117	171	90
P82933	comp73452_c0_seq5	833	292	420	154	340	297
Q9H074	comp73453_c0_seq2	986	464	626	352	721	678
Q96SW2	comp73455_c0_seq3	911	406	526	203	391	320
Q96S94	comp73457_c0_seq6	517	162	196	56	227	162
Q9UKA1	comp73458_c0_seq2	378	185	208	66	210	112
Q9P2K1	comp73459_c0_seq1	230	116	121	59	120	79
Q9NWY4	comp73462_c0_seq1	40	25	29	15	39	32
Q96NU1	comp73465_c1_seq1	815	375	440	159	333	175
P16260	comp73466_c0_seq1	151	57	89	18	49	56
P48643	comp73469_c0_seq1	1370	334	491	236	498	534
Q9H307	comp73475_c0_seq7	614	179	288	110	259	257
Q9NUQ9	comp73478_c0_seq1	877	368	574	252	526	422
Q5XUX1	comp73483_c0_seq2	176	79	139	58	140	95
Q9Y2Y6	comp73486_c0_seq6	180	61	103	41	135	114
P12755	comp73489_c0_seq1	435	152	235	133	358	293
Q9UKT8	comp73490_c0_seq2	73	38	41	17	49	32
Q9UPT5	comp73505_c0_seq1	423	150	235	90	291	223
P51810	comp73507_c0_seq8	78	39	54	54	123	87
Q5JR59	comp73509_c0_seq1	323	152	180	76	221	191
Q8N543	comp73511_c0_seq3	154	64	93	46	141	97
Q8WV92	comp73516_c0_seq1	83	24	56	23	33	33
Q8N9I9	comp73519_c0_seq2	26	13	21	6	13	13
O75880	comp73523_c0_seq3	311	95	189	68	185	219
P14060	comp73528_c0_seq1	186	90	114	86	141	151
Q6ICL3	comp73542_c0_seq1	109	93	81	45	71	45
P49895	comp73544_c0_seq1	70	36	61	15	50	37
P30876	comp73551_c0_seq5	1342	600	692	334	743	524
O75177	comp73555_c1_seq2	644	348	395	207	522	426
O75716	comp73557_c0_seq1	115	56	75	63	114	98
Q8N5C8	comp73563_c0_seq1	881	401	453	96	204	130
O43292	comp73570_c0_seq2	255	133	147	113	196	156
Q9H477	comp73592_c0_seq1	460	199	268	131	296	289
Q86YI8	comp73594_c0_seq3	224	107	144	74	187	151
Q6PCD5	comp73596_c0_seq3	201	54	76	35	103	107
Q8N357	comp73601_c0_seq2	74	32	41	12	28	20
Q6QNK2	comp73612_c0_seq2	364	106	215	57	192	156
Q9P286	comp73613_c0_seq1	1378	710	958	443	926	684
O00308	comp73621_c0_seq1	1143	561	750	280	585	354
Q8NDC4	comp73624_c0_seq2	322	120	176	104	286	224
Q53GS9	comp73629_c0_seq1	143	33	62	27	82	75
O75844	comp73629_c1_seq1	449	187	260	173	348	235
Q9Y4E6	comp73634_c1_seq3	547	225	305	137	325	209
Q9Y3D6	comp73639_c0_seq2	747	315	453	233	547	470
Q3B7J2	comp73642_c0_seq4	1875	850	1063	473	932	676
Q9NQZ6	comp73650_c0_seq11	1088	523	705	322	771	640
P23919	comp73652_c0_seq2	94	33	52	22	43	36
Q96FG2	comp73654_c0_seq2	144	53	86	29	54	28
Q96LT4	comp73656_c0_seq4	183	94	138	84	188	136
Q9UKP4	comp73658_c2_seq4	1051	442	763	332	522	436
Q9NQR1	comp73671_c0_seq1	202	62	90	41	113	110
Q3SXM5	comp73676_c0_seq5	88	34	60	25	54	39
Q9P0K7	comp73679_c0_seq4	90	53	52	14	33	31
O95273	comp73681_c0_seq18	117	31	62	37	65	49
Q504Q3	comp73686_c0_seq2	359	140	176	67	190	129
Q9Y4B6	comp73688_c0_seq1	117	63	83	27	54	16
Q9NTJ3	comp73692_c0_seq1	253	68	108	86	139	93
Q8N0U7	comp73694_c0_seq2	85	36	75	35	93	90
Q9H467	comp73696_c0_seq1	79	30	36	22	40	48
Q6MZM0	comp73702_c0_seq4	259	65	96	80	184	133
P19447	comp73704_c0_seq2	493	138	201	94	258	189
Q8WV83	comp73715_c0_seq2	291	176	160	74	222	144
Q9Y2I7	comp73721_c0_seq6	480	165	242	74	220	145
Q8TCB7	comp73723_c0_seq1	43	14	18	7	19	19
Q14562	comp73725_c0_seq1	596	172	269	143	265	242
Q9Y2P8	comp73728_c0_seq1	267	94	155	59	131	128
Q99549	comp73731_c0_seq4	257	80	129	54	128	106
P61289	comp73734_c0_seq1	220	65	96	78	159	154
Q9Y5Y5	comp73740_c0_seq1	62	27	55	19	41	35
Q13608	comp73743_c0_seq4	265	108	167	81	188	152
Q5T9A4	comp73747_c0_seq1	165	61	94	20	42	56
P49257	comp73757_c0_seq1	1046	416	521	374	637	659
O00422	comp73760_c0_seq2	201	104	144	74	154	161
Q7Z3J2	comp73764_c0_seq2	609	337	510	180	403	221
P49770	comp73772_c0_seq2	220	89	112	67	139	156
Q8WV16	comp73799_c0_seq3	120	36	72	31	82	89
Q96HV5	comp73806_c1_seq1	345	101	178	70	179	120
P12814	comp73809_c0_seq1	6662	2901	3928	1875	4137	2995
Q5T653	comp73811_c0_seq2	124	49	84	45	66	70
Q8NEF3	comp73812_c0_seq1	138	26	45	25	55	59
Q8WYQ5	comp73819_c0_seq2	30	9	20	12	23	22
Q8N4T8	comp73827_c0_seq2	56	17	24	11	19	23
Q9GZS0	comp73828_c0_seq2	654	190	368	128	352	309
Q96CU9	comp73832_c0_seq1	169	125	140	104	257	207
Q14BN4	comp73844_c0_seq2	865	270	447	110	334	263
Q15459	comp73857_c0_seq1	938	403	478	283	617	438
Q99828	comp73862_c0_seq1	675	359	465	220	619	508
Q8IV61	comp73865_c0_seq3	193	80	109	26	71	70
Q9H270	comp73868_c0_seq2	943	359	436	188	456	344
Q9Y5R4	comp73890_c0_seq15	70	43	38	15	53	47
Q8NCL8	comp73894_c0_seq3	284	149	182	65	150	123
Q86WQ0	comp73895_c0_seq2	162	56	102	55	134	113
O00124	comp73902_c0_seq1	133	67	79	31	78	70
P14735	comp73905_c0_seq1	294	116	149	44	111	66
Q5SQH8	comp73906_c0_seq1	331	136	214	100	258	199
Q9H1Y0	comp73907_c0_seq1	312	152	169	100	249	193
Q8IWE5	comp73915_c0_seq2	291	161	221	110	240	142
Q13618	comp73916_c0_seq1	1006	373	552	222	577	445
P18858	comp73934_c1_seq2	864	294	424	240	455	350
Q17RM4	comp73942_c0_seq3	153	53	96	41	128	78
Q07812	comp73952_c0_seq1	560	237	353	108	358	252
Q66K66	comp73959_c0_seq1	928	492	682	473	963	842
Q92543	comp73960_c0_seq7	203	82	128	67	145	122
P17980	comp73962_c0_seq2	906	417	544	260	489	430
Q9ULE6	comp73966_c0_seq9	96	46	63	26	42	38
Q96MC2	comp73973_c0_seq3	295	93	134	75	190	233
Q96PK6	comp73974_c0_seq1	895	436	562	334	731	608
Q8IZ41	comp73977_c0_seq4	617	153	261	104	305	280
Q6HA08	comp73978_c0_seq4	303	86	151	27	120	85
Q8N8R5	comp73984_c0_seq2	267	141	185	107	310	234
Q9H8V3	comp73994_c0_seq2	220	73	111	67	122	101
Q9UGI8	comp73996_c1_seq1	1154	561	762	404	854	645
P63241	comp73996_c2_seq1	2309	1261	1532	1262	1944	1928
Q9NZW5	comp73998_c0_seq1	4551	1683	2736	1113	2370	2033
Q8NC51	comp74003_c0_seq1	5248	1975	2809	1401	2770	2864
Q7Z7L7	comp74004_c0_seq1	310	93	123	68	158	134
P04040	comp74006_c0_seq1	3633	1469	1760	361	627	597
P30626	comp74011_c0_seq2	1560	954	1014	664	1157	904
P13798	comp74016_c0_seq1	1006	251	361	444	850	780
Q06210	comp74017_c1_seq1	1644	820	1199	396	885	763
Q659C4	comp74018_c0_seq1	595	297	481	150	253	188
Q96CN9	comp74019_c0_seq1	365	53	127	49	155	157
Q15493	comp74025_c1_seq3	1796	1035	1408	719	1882	1495
P07339	comp74027_c0_seq1	5536	3192	3935	2252	4261	3687
P11926	comp74031_c0_seq1	2383	1067	1420	763	1683	1453
Q8IYB1	comp74032_c0_seq4	84	58	105	22	97	86
O15270	comp74035_c0_seq1	1322	494	723	318	1025	885
Q9Y575	comp74041_c0_seq1	65	42	49	26	44	31
Q92685	comp74054_c0_seq5	92	61	55	30	68	46
P51648	comp74066_c0_seq1	1578	536	796	700	1458	1328
Q969T3	comp74069_c1_seq1	596	363	443	239	584	578
Q8NG48	comp74071_c0_seq1	23	15	17	9	10	12
Q969T9	comp74073_c0_seq2	2259	1180	1335	565	1336	1036
P17861	comp74075_c0_seq1	4584	2872	3395	1481	2778	2354
P54098	comp74079_c0_seq13	308	183	194	65	166	97
Q2M3M2	comp74089_c0_seq7	3288	2821	3680	1863	3580	2647
Q9NQ55	comp74098_c0_seq1	142	37	51	27	50	56
P15586	comp74101_c0_seq4	810	434	506	412	715	571
P41732	comp74105_c0_seq1	1447	695	901	353	902	633
Q6ZTR5	comp74107_c0_seq2	155	83	124	50	91	83
P23434	comp74108_c0_seq1	281	118	167	95	208	216
Q96PB1	comp74110_c0_seq12	278	128	206	64	116	99
Q8IV33	comp74111_c0_seq3	287	89	130	54	157	121
Q9NRR4	comp74112_c1_seq6	259	68	147	52	129	95
Q01082	comp74123_c0_seq1	21586	6385	10662	5539	10946	9641
Q92560	comp74126_c0_seq1	327	133	177	81	225	176
P11217	comp74134_c0_seq1	968	351	523	222	592	433
Q15545	comp74136_c0_seq1	332	90	162	60	189	139
Q9UJT1	comp74141_c0_seq1	46	18	34	14	35	32
Q9GZR7	comp74146_c0_seq1	178	60	88	41	83	85
Q96DN5	comp74147_c0_seq5	153	53	95	78	121	111
O15040	comp74148_c0_seq5	460	235	262	179	320	240
Q9NP80	comp74152_c0_seq1	40	10	18	10	37	24
Q8NDN9	comp74162_c0_seq2	417	171	178	137	325	224
Q5VZY2	comp74164_c0_seq1	81	29	54	21	46	33
Q99717	comp74166_c0_seq1	1195	634	951	323	750	544
Q9NZ63	comp74168_c0_seq1	118	57	87	38	59	50
Q6YI46	comp74180_c0_seq1	87	48	69	24	63	41
Q8N6H7	comp74183_c0_seq1	1121	486	603	271	613	490
Q7LGC8	comp74185_c0_seq1	108	51	59	58	119	136
P0DPB6	comp74190_c0_seq1	256	101	133	70	129	121
P78314	comp74196_c0_seq2	224	162	198	81	183	128
P15428	comp74201_c0_seq1	161	74	124	95	223	195
Q8NCX0	comp74203_c0_seq3	60	16	22	11	25	21
Q969F2	comp74211_c0_seq1	846	374	480	208	594	392
Q8N1G4	comp74223_c0_seq1	173	66	86	52	119	91
Q8IXQ4	comp74224_c0_seq8	102	18	44	19	57	54
Q8IYD1	comp74229_c0_seq1	813	297	459	189	355	360
Q6ZS86	comp74231_c0_seq2	511	198	294	89	245	188
Q9H8T0	comp74234_c1_seq3	189	52	96	26	90	81
Q96GQ5	comp74235_c0_seq1	199	85	109	57	110	79
Q8N3J2	comp74245_c1_seq20	138	72	88	28	72	65
O75665	comp74246_c0_seq3	222	40	72	29	73	81
Q9Y676	comp74250_c0_seq1	258	103	124	54	159	144
Q9H993	comp74251_c0_seq2	191	64	85	52	102	83
Q6J4K2	comp74254_c1_seq6	151	88	92	36	62	47
Q99638	comp74257_c0_seq2	324	130	155	63	192	187
Q92804	comp74258_c0_seq2	1976	810	1128	474	1032	773
O75936	comp74262_c0_seq1	407	111	195	90	222	141
Q5TIE3	comp74264_c0_seq1	152	93	149	56	149	90
Q8N1G2	comp74265_c0_seq1	339	145	222	107	263	198
O95170	comp74268_c0_seq1	236	123	182	107	240	174
O75937	comp74272_c0_seq1	216	56	122	68	136	98
P62253	comp74273_c0_seq1	1119	606	726	204	572	402
Q9H0A8	comp74276_c0_seq1	150	111	125	94	143	112
Q32M88	comp74280_c0_seq1	428	197	283	104	226	163
Q96QF0	comp74290_c0_seq1	562	229	333	188	496	369
Q9Y2G0	comp74291_c0_seq1	101	30	54	29	81	50
Q96C57	comp74292_c0_seq2	60	12	21	18	18	25
Q9H6K1	comp74294_c0_seq1	283	159	189	78	177	133
Q96L58	comp74298_c0_seq1	90	45	35	16	52	54
Q4G176	comp74299_c0_seq2	365	157	208	87	221	166
A6NLP5	comp74300_c0_seq1	131	52	76	60	100	105
Q9NV23	comp74310_c1_seq4	310	115	212	90	213	163
Q6V1P9	comp74313_c0_seq1	1689	620	1015	461	1102	769
Q9H8E8	comp74314_c0_seq1	110	48	61	32	76	67
P13010	comp74316_c0_seq2	314	130	153	65	133	110
Q96CD0	comp74317_c0_seq2	80	31	38	10	33	26
P23786	comp74318_c0_seq1	760	308	367	293	534	421
Q96CB9	comp74324_c0_seq1	16	15	14	9	16	12
Q9P2G4	comp74327_c0_seq1	83	30	52	19	37	34
Q9NXV2	comp74328_c0_seq1	681	299	471	180	474	438
Q9C0D7	comp74332_c0_seq3	911	483	595	221	554	391
Q969V3	comp74335_c0_seq7	200	109	120	96	184	163
O95684	comp74337_c0_seq5	302	140	186	75	186	147
Q9UI95	comp74345_c0_seq1	123	51	52	26	81	51
P08240	comp74349_c0_seq1	1306	437	703	328	698	709
Q8NFD5	comp74350_c0_seq1	746	268	404	185	456	347
Q13098	comp74353_c0_seq1	441	176	255	140	329	264
Q13114	comp74355_c0_seq17	468	262	350	262	788	559
Q4G0X9	comp74357_c0_seq1	186	41	66	30	105	104
Q13123	comp74359_c0_seq1	834	233	382	212	487	472
Q8IYB8	comp74361_c0_seq1	231	93	129	64	145	98
Q9UKW4	comp74369_c0_seq3	332	144	182	63	163	114
Q6P1S2	comp74373_c0_seq1	100	34	56	26	62	46
Q9NQC1	comp74382_c0_seq2	404	221	264	72	171	110
Q9H0C3	comp74387_c0_seq3	190	98	118	58	157	126
Q6RW13	comp74391_c0_seq1	318	73	159	57	141	155
Q2M296	comp74395_c0_seq2	70	36	36	14	35	37
A0JNW5	comp74397_c0_seq1	626	325	426	215	402	307
P49750	comp74398_c0_seq4	1229	473	583	289	643	499
Q9UJA9	comp74403_c0_seq3	650	360	454	200	464	360
P17812	comp74409_c4_seq3	697	257	385	100	295	271
Q15438	comp74409_c5_seq1	472	196	314	122	393	287
Q8N584	comp74411_c0_seq2	68	45	60	12	39	30
Q8IYQ7	comp74421_c0_seq1	68	26	36	12	28	24
P23258	comp74423_c0_seq1	368	121	165	122	215	189
Q8TBZ3	comp74443_c0_seq1	533	250	357	213	526	414
Q96M27	comp74444_c0_seq1	412	161	234	106	194	177
Q7Z6J0	comp74445_c0_seq1	812	340	456	191	443	324
Q6P1L8	comp74448_c0_seq2	135	34	49	13	26	30
P47736	comp74449_c0_seq2	665	319	438	108	256	192
Q9UM21	comp74451_c0_seq3	138	49	88	18	62	46
Q96MF7	comp74452_c1_seq2	25	8	7	8	18	13
Q6ZMV7	comp74455_c0_seq3	234	48	98	31	92	110
Q8IXI2	comp74460_c0_seq2	542	203	234	121	292	201
Q8TBA6	comp74462_c0_seq3	407	107	172	64	168	151
Q9HAS3	comp74464_c0_seq16	867	454	680	543	841	683
Q9HA92	comp74468_c1_seq15	138	95	117	42	123	67
Q9NVM9	comp74473_c0_seq7	363	128	175	100	191	191
Q15046	comp74476_c0_seq3	1474	595	775	275	663	677
O75792	comp74481_c0_seq2	71	25	31	23	29	33
Q2KHT3	comp74488_c0_seq46	381	131	167	90	260	196
Q2Q1W2	comp74495_c0_seq1	60	15	34	49	73	48
Q86VM9	comp74498_c0_seq1	891	312	440	212	484	470
P18074	comp74507_c0_seq11	654	251	395	189	474	352
O00213	comp74514_c0_seq5	679	445	536	199	330	259
Q96GY0	comp74516_c0_seq2	138	80	97	52	131	100
Q6ZW76	comp74517_c0_seq1	138	57	68	27	61	34
